freq,PSD_dBm
0.0,-16.25987
2666.6666666666665,-98.76397
5333.333333333333,-99.51717
8000.0,-97.58561
10666.666666666666,-97.32067
13333.333333333332,-97.7362
16000.0,-96.84444
18666.666666666664,-96.83563
21333.333333333332,-97.0749
24000.0,-91.66427
26666.666666666664,-95.22883
29333.333333333332,-95.22841
32000.0,-95.22081
34666.666666666664,-94.7598
37333.33333333333,-96.01032
40000.0,-93.90987
42666.666666666664,-94.99659
45333.33333333333,-95.10761
48000.0,-90.08591
50666.666666666664,-93.61455
53333.33333333333,-93.99931
56000.0,-95.55771
58666.666666666664,-95.9432
61333.33333333333,-96.45374
64000.0,-95.01768
66666.66666666666,-95.22835
69333.33333333333,-95.55041
72000.0,-94.52732
74666.66666666666,-95.10861
77333.33333333333,-95.79956
80000.0,-96.28116
82666.66666666666,-95.06237
85333.33333333333,-96.15398
88000.0,-97.02984
90666.66666666666,-95.86103
93333.33333333333,-95.52848
96000.0,-79.80783
98666.66666666666,-88.27139
101333.33333333333,-94.84001
104000.0,-83.24344
106666.66666666666,-96.59319
109333.33333333333,-96.25151
112000.0,-50.56798
114666.66666666666,-97.13547
117333.33333333333,-80.72931
120000.0,-76.3886
122666.66666666666,-91.09083
125333.33333333333,-94.9337
128000.0,-70.1633
130666.66666666666,-93.97202
133333.3333333333,-93.27892
136000.0,-62.96771
138666.66666666666,-96.6017
141333.3333333333,-95.16152
144000.0,-92.83819
146666.66666666666,-96.36014
149333.3333333333,-96.23389
152000.0,-85.22426
154666.66666666666,-94.48246
157333.3333333333,-94.64535
160000.0,-81.42344
162666.66666666666,-94.73976
165333.3333333333,-96.62531
168000.0,-63.30514
170666.66666666666,-96.68921
173333.3333333333,-96.19636
176000.0,-87.11474
178666.66666666666,-95.83082
181333.3333333333,-61.37302
184000.0,-92.88224
186666.66666666666,-97.94103
189333.3333333333,-95.85148
192000.0,-94.74835
194666.66666666666,-87.4146
197333.3333333333,-66.20891
200000.0,-55.98432
202666.66666666666,-85.35445
205333.3333333333,-90.208
208000.0,-91.751
210666.66666666666,-77.74223
213333.3333333333,-96.97077
216000.0,-89.77353
218666.66666666666,-76.14562
221333.3333333333,-85.54994
224000.0,-87.71794
226666.66666666666,-95.8869
229333.3333333333,-91.95626
232000.0,-83.65065
234666.66666666666,-43.02081
237333.3333333333,-74.92516
240000.0,-80.88226
242666.66666666666,-91.84422
245333.3333333333,-95.50148
248000.0,-89.91074
250666.66666666666,-98.04554
253333.3333333333,-93.40695
256000.0,-91.3953
258666.66666666666,-77.51839
261333.3333333333,-45.78505
264000.0,-97.42573
266666.6666666666,-91.95212
269333.3333333333,-97.44042
272000.0,-65.61428
274666.6666666666,-88.26079
277333.3333333333,-96.99616
280000.0,-95.84385
282666.6666666666,-96.5421
285333.3333333333,-71.79116
288000.0,-95.25798
290666.6666666666,-93.15352
293333.3333333333,-89.9553
296000.0,-94.03735
298666.6666666666,-94.71595
301333.3333333333,-72.55724
304000.0,-92.49318
306666.6666666666,-82.64928
309333.3333333333,-90.4711
312000.0,-86.31039
314666.6666666666,-98.95646
317333.3333333333,-96.99345
320000.0,-96.53866
322666.6666666666,-94.42412
325333.3333333333,-97.05062
328000.0,-97.60196
330666.6666666666,-57.03542
333333.3333333333,-97.61672
336000.0,-87.75362
338666.6666666666,-64.29665
341333.3333333333,-98.43745
344000.0,-97.65156
346666.6666666666,-84.89296
349333.3333333333,-96.58249
352000.0,-86.51446
354666.6666666666,-88.21865
357333.3333333333,-79.84482
360000.0,-97.71128
362666.6666666666,-93.07755
365333.3333333333,-88.12159
368000.0,-99.21048
370666.6666666666,-52.40388
373333.3333333333,-88.68319
376000.0,-98.67833
378666.6666666666,-64.97229
381333.3333333333,-97.77016
384000.0,-99.08368
386666.6666666666,-99.12275
389333.3333333333,-98.59056
392000.0,-68.33667
394666.6666666666,-62.30642
397333.3333333333,-93.76137
400000.0,-92.27095
402666.6666666666,-97.36826
405333.3333333333,-97.42097
408000.0,-99.09514
410666.6666666666,-86.41361
413333.3333333333,-91.92045
416000.0,-62.44706
418666.6666666666,-87.63747
421333.3333333333,-96.84502
424000.0,-94.21793
426666.6666666666,-98.98286
429333.3333333333,-99.57277
432000.0,-82.02504
434666.6666666666,-49.84822
437333.3333333333,-67.42263
440000.0,-64.19998
442666.6666666666,-88.43949
445333.3333333333,-99.34854
448000.0,-98.41725
450666.6666666666,-92.91953
453333.3333333333,-99.54181
456000.0,-86.20276
458666.6666666666,-88.29374
461333.3333333333,-59.95971
464000.0,-61.3269
466666.6666666666,-94.39821
469333.3333333333,-93.20194
472000.0,-92.98711
474666.6666666666,-90.49201
477333.3333333333,-100.702
480000.0,-70.9022
482666.6666666666,-83.93445
485333.3333333333,-99.01259
488000.0,-78.89052
490666.6666666666,-65.91691
493333.3333333333,-62.12787
496000.0,-65.60929
498666.6666666666,-100.0076
501333.3333333333,-99.02112
504000.0,-82.73133
506666.6666666666,-58.42422
509333.3333333333,-97.28597
512000.0,-92.25113
514666.6666666666,-98.03148
517333.3333333333,-96.98588
519999.99999999994,-97.08288
522666.6666666666,-95.36852
525333.3333333333,-98.59032
528000.0,-88.75601
530666.6666666666,-71.41221
533333.3333333333,-89.11235
536000.0,-65.65042
538666.6666666666,-97.3935
541333.3333333333,-92.89639
544000.0,-84.25376
546666.6666666666,-74.02913
549333.3333333333,-87.07596
552000.0,-88.41865
554666.6666666666,-64.20964
557333.3333333333,-96.22132
560000.0,-80.88434
562666.6666666666,-92.84724
565333.3333333333,-97.50575
568000.0,-95.2696
570666.6666666666,-58.80486
573333.3333333333,-98.1556
576000.0,-74.44986
578666.6666666666,-93.42462
581333.3333333333,-72.77535
584000.0,-80.8127
586666.6666666666,-96.29132
589333.3333333333,-99.42636
592000.0,-98.24008
594666.6666666666,-75.74505
597333.3333333333,-98.05959
600000.0,-61.49228
602666.6666666666,-84.93956
605333.3333333333,-94.98364
608000.0,-85.97493
610666.6666666666,-70.35482
613333.3333333333,-91.56589
616000.0,-92.28857
618666.6666666666,-93.96833
621333.3333333333,-73.16766
624000.0,-91.58571
626666.6666666666,-70.85331
629333.3333333333,-80.0281
632000.0,-99.70583
634666.6666666666,-55.14033
637333.3333333333,-71.79067
640000.0,-76.39027
642666.6666666666,-90.64313
645333.3333333333,-70.77494
648000.0,-95.5991
650666.6666666666,-94.24165
653333.3333333333,-67.53752
656000.0,-99.30506
658666.6666666666,-90.48177
661333.3333333333,-95.42734
664000.0,-72.50688
666666.6666666666,-63.39467
669333.3333333333,-81.90038
672000.0,-71.3521
674666.6666666666,-73.03653
677333.3333333333,-89.43211
680000.0,-93.09316
682666.6666666666,-79.05964
685333.3333333333,-77.59874
688000.0,-80.40038
690666.6666666666,-92.54874
693333.3333333333,-71.70302
696000.0,-84.05181
698666.6666666666,-97.39658
701333.3333333333,-99.62327
704000.0,-61.15176
706666.6666666666,-95.04344
709333.3333333333,-78.48111
712000.0,-69.29166
714666.6666666666,-94.75076
717333.3333333333,-91.99215
720000.0,-78.69148
722666.6666666666,-73.55972
725333.3333333333,-98.12533
728000.0,-90.54729
730666.6666666666,-62.18309
733333.3333333333,-93.60894
736000.0,-87.95472
738666.6666666666,-88.70193
741333.3333333333,-77.40314
744000.0,-75.54782
746666.6666666666,-76.2608
749333.3333333333,-82.43758
752000.0,-88.05294
754666.6666666666,-84.93782
757333.3333333333,-82.14976
760000.0,-72.36962
762666.6666666666,-72.07182
765333.3333333333,-83.56115
768000.0,-75.45083
770666.6666666666,-73.6247
773333.3333333333,-86.46166
776000.0,-92.51152
778666.6666666666,-97.77526
781333.3333333333,-95.78312
784000.0,-75.01172
786666.6666666666,-70.96882
789333.3333333333,-74.99718
792000.0,-67.60463
794666.6666666666,-68.20922
797333.3333333333,-97.85195
800000.0,-85.58538
802666.6666666666,-74.92116
805333.3333333333,-100.1401
808000.0,-94.66055
810666.6666666666,-62.89244
813333.3333333333,-94.77167
816000.0,-69.63903
818666.6666666666,-80.01411
821333.3333333333,-79.44697
824000.0,-91.86317
826666.6666666666,-67.1801
829333.3333333333,-69.47014
832000.0,-74.21133
834666.6666666666,-79.57752
837333.3333333333,-65.515
840000.0,-68.35191
842666.6666666666,-90.74935
845333.3333333333,-72.93195
848000.0,-68.25908
850666.6666666666,-85.0364
853333.3333333333,-68.84499
856000.0,-79.97778
858666.6666666666,-72.14087
861333.3333333333,-75.79326
864000.0,-73.12737
866666.6666666666,-81.42825
869333.3333333333,-72.29747
872000.0,-74.02116
874666.6666666666,-67.40506
877333.3333333333,-68.08385
880000.0,-57.71767
882666.6666666666,-83.01564
885333.3333333333,-76.53624
888000.0,-71.36055
890666.6666666666,-99.65159
893333.3333333333,-65.21776
896000.0,-83.65504
898666.6666666666,-79.31884
901333.3333333333,-76.93575
904000.0,-85.08479
906666.6666666666,-80.68521
909333.3333333333,-87.92584
912000.0,-85.87506
914666.6666666666,-99.07286
917333.3333333333,-90.50328
920000.0,-99.10649
922666.6666666666,-98.63243
925333.3333333333,-99.50197
928000.0,-99.2199
930666.6666666666,-97.12067
933333.3333333333,-99.68028
936000.0,-99.10956
938666.6666666666,-98.67113
941333.3333333333,-97.22182
944000.0,-98.01374
946666.6666666666,-64.85579
949333.3333333333,-70.9647
952000.0,-98.55325
954666.6666666666,-97.6707
957333.3333333333,-99.5607
960000.0,-98.18816
962666.6666666666,-98.28502
965333.3333333333,-99.12356
968000.0,-98.37571
970666.6666666666,-98.8296
973333.3333333333,-99.31681
976000.0,-98.25166
978666.6666666666,-99.61765
981333.3333333333,-98.01082
984000.0,-100.0114
986666.6666666666,-101.0657
989333.3333333333,-97.77825
992000.0,-98.54467
994666.6666666666,-100.0384
997333.3333333333,-98.95865
1000000.0,-99.78822
1002666.6666666666,-98.6065
1005333.3333333333,-98.67412
1008000.0,-97.90236
1010666.6666666666,-99.98202
1013333.3333333333,-74.98645
1016000.0,-98.34522
1018666.6666666666,-98.70637
1021333.3333333333,-98.45668
1024000.0,-100.102
1026666.6666666666,-98.8472
1029333.3333333333,-99.10613
1031999.9999999999,-97.38745
1034666.6666666666,-98.6424
1037333.3333333333,-99.47743
1039999.9999999999,-98.45705
1042666.6666666666,-98.38382
1045333.3333333333,-98.37415
1047999.9999999999,-98.77955
1050666.6666666665,-99.00908
1053333.3333333333,-99.74649
1056000.0,-98.24265
1058666.6666666665,-98.35008
1061333.3333333333,-99.04832
1064000.0,-98.31101
1066666.6666666665,-98.4282
1069333.3333333333,-99.34129
1072000.0,-97.43211
1074666.6666666665,-99.75633
1077333.3333333333,-99.20945
1080000.0,-99.5073
1082666.6666666665,-97.96922
1085333.3333333333,-98.12547
1088000.0,-97.98387
1090666.6666666665,-98.20363
1093333.3333333333,-99.36582
1096000.0,-98.0866
1098666.6666666665,-98.34065
1101333.3333333333,-97.73526
1104000.0,-98.65327
1106666.6666666665,-98.72666
1109333.3333333333,-99.02454
1112000.0,-99.17605
1114666.6666666665,-99.22494
1117333.3333333333,-97.76998
1120000.0,-90.99756
1122666.6666666665,-98.41467
1125333.3333333333,-98.72722
1128000.0,-98.87379
1130666.6666666665,-99.13261
1133333.3333333333,-96.08092
1136000.0,-99.13279
1138666.6666666665,-98.44923
1141333.3333333333,-99.96784
1144000.0,-65.74427
1146666.6666666665,-98.32249
1149333.3333333333,-99.24542
1152000.0,-98.73274
1154666.6666666665,-98.27383
1157333.3333333333,-97.96045
1160000.0,-97.7696
1162666.6666666665,-98.24214
1165333.3333333333,-96.48381
1168000.0,-98.68542
1170666.6666666665,-99.02588
1173333.3333333333,-99.29402
1176000.0,-98.97077
1178666.6666666665,-99.5706
1181333.3333333333,-99.36949
1184000.0,-99.16925
1186666.6666666665,-98.68017
1189333.3333333333,-98.47455
1192000.0,-98.90934
1194666.6666666665,-98.3968
1197333.3333333333,-99.40766
1200000.0,-97.29367
1202666.6666666665,-99.90128
1205333.3333333333,-98.57842
1208000.0,-98.1878
1210666.6666666665,-98.83271
1213333.3333333333,-98.41791
1216000.0,-99.56053
1218666.6666666665,-98.69663
1221333.3333333333,-98.84321
1224000.0,-99.26312
1226666.6666666665,-98.84318
1229333.3333333333,-96.68982
1232000.0,-98.42808
1234666.6666666665,-98.24741
1237333.3333333333,-98.04719
1240000.0,-98.70146
1242666.6666666665,-99.50709
1245333.3333333333,-96.89965
1248000.0,-97.46602
1250666.6666666665,-99.40935
1253333.3333333333,-98.43766
1256000.0,-98.06175
1258666.6666666665,-99.30701
1261333.3333333333,-98.81393
1264000.0,-98.49187
1266666.6666666665,-98.37478
1269333.3333333333,-98.20886
1272000.0,-93.11626
1274666.6666666665,-98.60954
1277333.3333333333,-97.76488
1280000.0,-99.38119
1282666.6666666665,-97.58446
1285333.3333333333,-97.35514
1288000.0,-99.25458
1290666.6666666665,-84.12768
1293333.3333333333,-68.95684
1296000.0,-85.6561
1298666.6666666665,-73.15122
1301333.3333333333,-97.85833
1304000.0,-82.17477
1306666.6666666665,-74.55273
1309333.3333333333,-80.60258
1312000.0,-72.81453
1314666.6666666665,-64.45031
1317333.3333333333,-96.20328
1320000.0,-77.95138
1322666.6666666665,-94.50418
1325333.3333333333,-76.64292
1328000.0,-76.28167
1330666.6666666665,-78.6352
1333333.3333333333,-80.4468
1336000.0,-67.67344
1338666.6666666665,-83.08366
1341333.3333333333,-97.49777
1344000.0,-69.67557
1346666.6666666665,-69.10926
1349333.3333333333,-70.48136
1352000.0,-86.22852
1354666.6666666665,-89.39261
1357333.3333333333,-79.31939
1360000.0,-79.22174
1362666.6666666665,-75.80379
1365333.3333333333,-71.86338
1368000.0,-78.40637
1370666.6666666665,-75.70617
1373333.3333333333,-76.35561
1376000.0,-63.88982
1378666.6666666665,-72.87908
1381333.3333333333,-78.08418
1384000.0,-87.02951
1386666.6666666665,-81.20866
1389333.3333333333,-60.39315
1392000.0,-68.21458
1394666.6666666665,-74.04866
1397333.3333333333,-64.87316
1400000.0,-78.01153
1402666.6666666665,-94.00742
1405333.3333333333,-71.86278
1408000.0,-81.58836
1410666.6666666665,-61.42678
1413333.3333333333,-63.99408
1416000.0,-68.96875
1418666.6666666665,-76.54161
1421333.3333333333,-88.3292
1424000.0,-69.0474
1426666.6666666665,-62.64162
1429333.3333333333,-70.79135
1432000.0,-75.52863
1434666.6666666665,-65.63649
1437333.3333333333,-64.58245
1440000.0,-72.34675
1442666.6666666665,-65.2675
1445333.3333333333,-98.55862
1448000.0,-81.6696
1450666.6666666665,-64.53644
1453333.3333333333,-62.97936
1456000.0,-64.94718
1458666.6666666665,-88.60936
1461333.3333333333,-72.70619
1464000.0,-72.96021
1466666.6666666665,-83.79038
1469333.3333333333,-69.70837
1472000.0,-97.32086
1474666.6666666665,-79.70373
1477333.3333333333,-75.14326
1480000.0,-93.09747
1482666.6666666665,-63.99604
1485333.3333333333,-73.72747
1488000.0,-95.71926
1490666.6666666665,-70.01086
1493333.3333333333,-74.94693
1496000.0,-96.6258
1498666.6666666665,-62.89038
1501333.3333333333,-67.74837
1504000.0,-97.70863
1506666.6666666665,-60.3206
1509333.3333333333,-67.82019
1512000.0,-73.21015
1514666.6666666665,-78.05333
1517333.3333333333,-98.35563
1520000.0,-99.4641
1522666.6666666665,-83.62426
1525333.3333333333,-82.91145
1528000.0,-90.78264
1530666.6666666665,-67.32567
1533333.3333333333,-73.19487
1536000.0,-74.87462
1538666.6666666665,-73.75653
1541333.3333333333,-98.12183
1544000.0,-97.16972
1546666.6666666665,-69.4501
1549333.3333333333,-81.95013
1552000.0,-97.86816
1554666.6666666665,-95.45607
1557333.3333333333,-68.97659
1560000.0,-70.89069
1562666.6666666665,-97.20418
1565333.3333333333,-74.25499
1568000.0,-65.3683
1570666.6666666665,-71.02261
1573333.3333333333,-84.12811
1576000.0,-74.13791
1578666.6666666665,-93.98167
1581333.3333333333,-66.96997
1584000.0,-72.36062
1586666.6666666665,-96.49635
1589333.3333333333,-73.87912
1592000.0,-68.25896
1594666.6666666665,-78.23453
1597333.3333333333,-85.32923
1600000.0,-68.16123
1602666.6666666665,-65.70512
1605333.3333333333,-79.22073
1608000.0,-94.85545
1610666.6666666665,-96.26169
1613333.3333333333,-74.18644
1616000.0,-68.15612
1618666.6666666665,-75.64127
1621333.3333333333,-97.51533
1624000.0,-78.13006
1626666.6666666665,-79.38919
1629333.3333333333,-98.2019
1632000.0,-67.93698
1634666.6666666665,-70.98847
1637333.3333333333,-97.79868
1640000.0,-73.26694
1642666.6666666665,-70.92252
1645333.3333333333,-70.95134
1648000.0,-74.57822
1650666.6666666665,-96.26245
1653333.3333333333,-75.47727
1656000.0,-71.10816
1658666.6666666665,-96.12821
1661333.3333333333,-92.48191
1664000.0,-87.71219
1666666.6666666665,-75.68693
1669333.3333333333,-67.03975
1672000.0,-79.10116
1674666.6666666665,-58.50138
1677333.3333333333,-72.21345
1680000.0,-69.63622
1682666.6666666665,-95.11054
1685333.3333333333,-58.57276
1688000.0,-73.31403
1690666.6666666665,-71.65884
1693333.3333333333,-70.12572
1696000.0,-90.22353
1698666.6666666665,-69.05661
1701333.3333333333,-78.31936
1704000.0,-74.43762
1706666.6666666665,-96.22487
1709333.3333333333,-65.53152
1712000.0,-68.65668
1714666.6666666665,-75.27783
1717333.3333333333,-94.99448
1720000.0,-80.44295
1722666.6666666665,-67.76664
1725333.3333333333,-80.4173
1728000.0,-70.38211
1730666.6666666665,-76.05554
1733333.3333333333,-70.24425
1736000.0,-63.53937
1738666.6666666665,-83.24093
1741333.3333333333,-91.90659
1744000.0,-74.72392
1746666.6666666665,-72.66735
1749333.3333333333,-75.25953
1752000.0,-78.98503
1754666.6666666665,-77.27127
1757333.3333333333,-81.67076
1760000.0,-71.73916
1762666.6666666665,-80.85542
1765333.3333333333,-81.67584
1768000.0,-78.03331
1770666.6666666665,-75.93864
1773333.3333333333,-76.60765
1776000.0,-75.87529
1778666.6666666665,-97.15466
1781333.3333333333,-86.34905
1784000.0,-86.62724
1786666.6666666665,-74.71286
1789333.3333333333,-80.13267
1792000.0,-79.34621
1794666.6666666665,-76.78722
1797333.3333333333,-69.72167
1800000.0,-79.64809
1802666.6666666665,-88.09529
1805333.3333333333,-88.46122
1808000.0,-84.0175
1810666.6666666665,-79.9547
1813333.3333333333,-92.35195
1816000.0,-78.73856
1818666.6666666665,-76.7171
1821333.3333333333,-83.87532
1824000.0,-73.18689
1826666.6666666665,-86.85877
1829333.3333333333,-97.94766
1832000.0,-96.5805
1834666.6666666665,-97.09322
1837333.3333333333,-96.6489
1840000.0,-97.71827
1842666.6666666665,-75.03762
1845333.3333333333,-98.10405
1848000.0,-96.27791
1850666.6666666665,-95.08173
1853333.3333333333,-73.53888
1856000.0,-95.32113
1858666.6666666665,-97.29881
1861333.3333333333,-96.254
1864000.0,-68.78822
1866666.6666666665,-80.8001
1869333.3333333333,-74.41838
1872000.0,-96.75239
1874666.6666666665,-67.64608
1877333.3333333333,-92.95863
1880000.0,-96.80151
1882666.6666666665,-96.24015
1885333.3333333333,-75.68854
1888000.0,-95.1368
1890666.6666666665,-84.2825
1893333.3333333333,-97.15855
1896000.0,-76.86088
1898666.6666666665,-82.4762
1901333.3333333333,-61.26046
1904000.0,-97.56428
1906666.6666666665,-84.13187
1909333.3333333333,-95.90446
1912000.0,-94.73261
1914666.6666666665,-72.49158
1917333.3333333333,-92.43789
1920000.0,-70.91453
1922666.6666666665,-90.03569
1925333.3333333333,-69.34237
1928000.0,-94.91861
1930666.6666666665,-73.51241
1933333.3333333333,-95.80249
1936000.0,-67.53108
1938666.6666666665,-92.91687
1941333.3333333333,-74.64543
1944000.0,-69.03515
1946666.6666666665,-59.26959
1949333.3333333333,-95.89077
1952000.0,-72.27267
1954666.6666666665,-95.2903
1957333.3333333333,-96.37927
1960000.0,-64.5971
1962666.6666666665,-94.43118
1965333.3333333333,-94.21636
1968000.0,-63.47912
1970666.6666666665,-95.97923
1973333.3333333333,-74.96367
1976000.0,-67.64927
1978666.6666666665,-71.79488
1981333.3333333333,-96.79005
1984000.0,-70.21298
1986666.6666666665,-70.91128
1989333.3333333333,-96.60956
1992000.0,-93.2551
1994666.6666666665,-84.60284
1997333.3333333333,-68.75819
2000000.0,-93.99257
